Price,Predicted_Demand,Revenue
164.0,4.3371263923097585,711.2887283388004
165.0,4.321335852534735,713.0204156682312
166.0,4.305697694808445,714.7458173382018
167.0,4.2902095438608105,716.4649938247553
168.0,4.274869075381345,718.1780046640661
169.0,4.259674014630433,719.8849084725432
170.0,4.244622135096416,721.5857629663908
171.0,4.229711257196698,723.2806249806354
172.0,4.214939247021204,724.969550487647
173.0,4.200304015116547,726.6525946151627
174.0,4.185803515309383,728.3298116638326
175.0,4.1714357435674465,730.0012551243032
176.0,4.157198736896885,731.6669776938518
177.0,4.143090572274506,733.3270312925875
178.0,4.129109365613657,734.981467079231
179.0,4.115253270762507,736.6303354664886
180.0,4.101520478533503,738.2736861360306
181.0,4.087909215762913,739.9115680530873
182.0,4.074417744399321,741.5440294806765
183.0,4.061044360620053,743.1711179934697
184.0,4.047787393974524,744.7928804913124
185.0,4.03464520655354,746.4093632124049
186.0,4.021616192183644,748.0206117461578
187.0,4.008698775645607,749.6266710457286
188.0,3.99589141191623,751.2275854402512
189.0,3.983192585432627,752.8233986467666
190.0,3.970600809378227,754.4141537818631
191.0,3.9581146249897188,755.9998933730362
192.0,3.9457326008842393,757.5806593697739
193.0,3.933453332406103,759.1564931543779
194.0,3.9212754409924093,760.7274355525274
195.0,3.909197573556881,762.2935268435917
196.0,3.897218401891331,763.8548067707009
197.0,3.885336622084165,765.4113145505805
198.0,3.873550953955332,766.9630888831557
199.0,3.8618601405072104,768.5101679609348
200.0,3.85026294739087,770.052589478174
201.0,3.8387581623872293,771.5903906398331
202.0,3.827344594902603,773.1236081703257
203.0,3.8160210754781843,774.6522783220714
204.0,3.8047864553130055,776.1764368838532
205.0,3.7936396057999398,777.6961191889876
206.0,3.7825794180743313,779.2113601233123
207.0,3.7716048025748474,780.7221941329934
208.0,3.760714688616165,782.2286552321623
209.0,3.7499080239731177,783.7307770103816
210.0,3.739183774475945,785.2285926399484
211.0,3.72854092361629,786.7221348830371
212.0,3.7179784721636193,788.2114360986873
213.0,3.7074954377917306,789.6965282496386
214.0,3.697090854715053,791.1774429090214
215.0,3.6867637733344174,792.6542112668998
216.0,3.67651325989203,794.1268641366785
217.0,3.6663383961353486,795.5954319613707
218.0,3.6562382789896124,797.0599448197355
219.0,3.6462120202387385,798.5204324322838
220.0,3.636258746214364,799.9769241671601
221.0,3.6263775974927617,801.4294490459004
222.0,3.616567728599417,802.8780357490706
223.0,3.606828307721027,804.322712621789
224.0,3.5971585164247033,805.7635076791336
225.0,3.587557549384174,807.2004486114391
226.0,3.5780246141127763,808.6335627894874
227.0,3.568558930703037,810.0628772695894
228.0,3.5591597315726613,811.4884187985667
229.0,3.549826261216732,812.9102138186316
230.0,3.540557775965954,814.3282884721694
231.0,3.531353543750759,815.7426686064252
232.0,3.5222128438711144,817.1533797780985
233.0,3.513134966771864,818.5604472578443
234.0,3.5041192138234547,819.9638960346884
235.0,3.49516489710789,821.3637508203542
236.0,3.486271339209765,822.7600360535046
237.0,3.4774378730122524,824.1527759039038
238.0,3.468663841497878,825.541994276495
239.0,3.459948597553982,826.9277148154017
240.0,3.4512915037827168,828.309960907852
241.0,3.442691932315464,829.6887556880268
242.0,3.434149264631549,831.0641220408348
243.0,3.4256628913811378,832.4360826056164
244.0,3.417232212212205,833.804659779778
245.0,3.408856635601451,835.1698757223555
246.0,3.400535578689083,836.5317523575144
247.0,3.392268467117335,837.8903113779818
248.0,3.3840547348726435,839.2455742484156
249.0,3.3758938241313707,840.5975622087113
250.0,3.3677851851089926,841.9462962772482
251.0,3.3597282759126466,843.2917972540743
252.0,3.3517225623969646,844.6340857240351
253.0,3.3437675180230997,845.9731820598442
254.0,3.3358626237208555,847.3091064250973
255.0,3.328007367753857,848.6418787772335
256.0,3.3202012455876653,849.9715188704423
257.0,3.3124437597607708,851.2980462585181
258.0,3.3047344197583874,852.621480297664
259.0,3.297072741888981,853.9418401492461
260.0,3.2894582491634554,855.2591447824984
261.0,3.2818904711769346,856.5734129771799
262.0,3.274368943993074,857.8846633261853
263.0,3.2668932100308345,859.1929142381094
264.0,3.2594628179536644,860.4981839397674
265.0,3.2520773225610196,861.8004904786702
266.0,3.244736284682175,863.0998517254585
267.0,3.2374392710722573,864.3962853762927
268.0,3.2301858543104625,865.689808955204
269.0,3.2229756127003824,866.9804398164028
270.0,3.2158081301724097,868.2681951465506
271.0,3.208682996188152,869.5530919669892
272.0,3.201599805646825,870.8351471359364
273.0,3.1945581587935594,872.1143773506417
274.0,3.187557661129587,873.3907991495068
275.0,3.1805979233242567,874.6644289141706
276.0,3.173678561128836,875.9352828715588
277.0,3.1667991952920564,877.2033770958997
278.0,3.1599594514773637,878.4687275107071
279.0,3.1531589601818264,879.7313498907296
280.0,3.146397356656671,880.991259863868
281.0,3.1396742808293983,882.2484729130609
282.0,3.1329893772274513,883.5030043781412
283.0,3.1263422949033925,884.7548694576601
284.0,3.1197326873615565,886.0040832106821
285.0,3.113160212486149,887.2506605585525
286.0,3.1066245324707467,888.4946162866336
287.0,3.1001253137491855,889.7359650460163
288.0,3.0936622269277825,890.9747213552014
289.0,3.087234946718877,892.2108996017555
290.0,3.080843151875658,893.4445140439408
291.0,3.0744865251282407,894.675578812318
292.0,3.068164753120976,895.904107911325
293.0,3.0618775263509543,897.1301152208296
294.0,3.0556245391076855,898.3536144976596
295.0,3.049405489413919,899.574619377106
296.0,3.0432200789675927,900.7931433744075
297.0,3.0370680130848693,902.0091998862061
298.0,3.030949000644246,903.2228021919854
299.0,3.024862754031717,904.4339634554833
300.0,3.0188089890869487,905.6426967260846
301.0,3.012787425050473,906.8490149401923
302.0,3.0067977845118437,908.0529309225768
303.0,2.999719693741871,908.9150672037869
304.0,2.9819815710777426,906.5223976076338
305.0,2.964406076468415,904.1438533228666
306.0,2.946991192993231,901.7793050559286
307.0,2.9297349352252877,899.4286251141633
308.0,2.912635348639142,897.0916873808557
309.0,2.8956905090315352,894.7683672907444
310.0,2.878898521954807,892.4585418059901
311.0,2.862257522162686,890.1620893925954
312.0,2.8457656730681418,887.8788899972602
313.0,2.829421166212997,885.6088250246681
314.0,2.813222220749011,883.3517773151896
315.0,2.7971670829301605,881.1076311230006
316.0,2.781254025615819,878.8762720945988
317.0,2.7654813477845885,876.6575872477146
318.0,2.7498473740585094,874.451464950606
319.0,2.734350454237406,872.2577949017325
320.0,2.718988962843108,870.0764681097945
321.0,2.70376129867332,867.9073768741357
322.0,2.688665884364894,865.7504147654959
323.0,2.6737011659662953,863.6054766071134
324.0,2.6588656125190235,861.4724584561636
325.0,2.6441577156477742,859.3512575855266
326.0,2.6295759891591572,857.2417724658852
327.0,2.6151189686487295,855.1439027481346
328.0,2.6007852111161798,853.057549246107
329.0,2.5865732945884434,850.9826139195978
330.0,2.572481817750591,848.9189998576951
331.0,2.558509399584275,846.866611262395
332.0,2.5446546790135813,844.825353432509
333.0,2.5309163145580995,842.7951327478471
334.0,2.517292983993054,840.7758566536801
335.0,2.503783384016318,838.7674336454666
336.0,2.490386229922166,836.7697732538478
337.0,2.477100255281592,834.7827860298964
338.0,2.4639242116290645,832.8063835306237
339.0,2.450856868155545,830.8404783047298
340.0,2.437897011407647,828.8849838785999
341.0,2.42504344499278,826.939814742538
342.0,2.4122949892901597,825.0048863372347
343.0,2.3996504811675305,823.0801150404629
344.0,2.387108773703487,821.1654181539996
345.0,2.374668735915256,819.2607138907633
346.0,2.362329252491834,817.3659213621746
347.0,2.3500892235323367,815.4809605657208
348.0,2.3379475642894567,813.605752372731
349.0,2.325903204917924,811.7402185163554
350.0,2.313955090227834,809.8842815797419
351.0,2.3021021794427607,808.037864984409
352.0,2.2903434459625274,806.2008929788096
353.0,2.278677877130551,804.3732906270844
354.0,2.2671044740056456,802.5549837979986
355.0,2.2556222511381927,800.7458991540584
356.0,2.244230236350578,798.9459641408058
357.0,2.232927470521818,797.1551069762891
358.0,2.2217130073762594,795.3732566407009
359.0,2.210585913276283,793.6003428661857
360.0,2.1995452670189155,791.8362961268095
361.0,2.188590159636276,790.0810476286956
362.0,2.1777196941997548,788.3345293003113
363.0,2.166932985627867,786.5966737829157
364.0,2.1562291604976855,784.8674144211575
365.0,2.1456073568597858,783.1466852538218
366.0,2.1350667240566246,781.4344210047246
367.0,2.124606422544281,779.7305570737511
368.0,2.114225623717482,778.0350295280333
369.0,2.1039235097378626,776.3477750932713
370.0,2.093699273365362,774.6687311451839
371.0,2.083552117792717,772.997835701098
372.0,2.0734812564829794,771.3350274116683
373.0,2.063485913009983,769.6802455527237
374.0,2.0535653209017175,768.0334300172424
375.0,2.0437187234865304,766.3945213074489
376.0,2.033945373742117,764.7634605270359
377.0,2.0242445341472273,763.1401893735047
378.0,2.014615476536032,761.5246501306201
379.0,2.0050574819551086,759.9167856609862
380.0,1.995569840522978,758.3165393987316
381.0,1.986151851292145,756.7238553423073
382.0,1.976802822113597,755.138678047394
383.0,1.9675220695036983,753.5609526199165
384.0,1.9583089185134483,751.9906247091642
385.0,1.949162702600038,750.4276405010146
386.0,1.9400827635006725,748.8719467112596
387.0,1.931068451108604,747.3234905790298
388.0,1.9221191233513404,745.7822198603201
389.0,1.913234146070976,744.2480828216097
390.0,1.9044128929066084,742.7210282335773
391.0,1.895654745178798,741.20100536491
392.0,1.8869590917760306,739.687963976204
393.0,1.878325329043143,738.1818543139552
394.0,1.8697528606716662,736.6826271046365
395.0,1.8612410975920657,735.190233548866
396.0,1.8527894578678201,733.7046253156568
397.0,1.8443973665913174,732.225754536753
398.0,1.836064255781525,730.753573801047
399.0,1.8277895642834063,729.2880361490792
400.0,1.8195727376690416,727.8290950676167
401.0,1.8114132281404258,726.3767044843107
402.0,1.8033104944339058,724.9308187624301
403.0,1.795264001726236,723.4913926956731
404.0,1.7872732215422045,722.0583815030506
405.0,1.7793376316638163,720.6317408238456
406.0,1.7714567160409882,719.2114267126412
407.0,1.763629964703744,717.7973956344238
408.0,1.7558568736758622,716.3896044597518
409.0,1.7481369448899666,714.9880104599963
410.0,1.7404696861040139,713.5925713026456
411.0,1.7328546108191725,712.2032450466799
412.0,1.7252912381990468,710.8199901380073
413.0,1.717779092990236,709.4427654049674
414.0,1.7103177054441898,708.0715300538945
415.0,1.7029066112403524,706.7062436647462
416.0,1.6955453514105543,705.3468661867906
417.0,1.6882334722646362,703.9933579343533
418.0,1.6809705253172882,702.6456795826265
419.0,1.6737560672160658,701.3037921635316
420.0,1.66658965967058,699.9676570616436
421.0,1.65947086938282,698.6372360101672
422.0,1.6523992679786064,697.3124910869719
423.0,1.6453744319401409,695.9933847106796
424.0,1.6383959425396375,694.6798796368063
425.0,1.631463385774012,693.3719389539551
426.0,1.62457635230062,692.0695260800642
427.0,1.617734437374009,690.7726047587018
428.0,1.610937240783682,689.4811390554158
429.0,1.6041843667928377,688.1950933541274
430.0,1.5974754240780904,686.9144323535788
431.0,1.5908100256701285,685.6391210638254
432.0,1.584187788895314,684.3691248027757
433.0,1.577608335318193,683.1044091927776
434.0,1.571071290684911,681.8449401572514
435.0,1.56457628486751,680.5906839173668
436.0,1.5581229518090904,679.3416069887635
437.0,1.5517109294698304,678.0976761783159
438.0,1.545339859773839,676.8588585809415
439.0,1.539009388556836,675.6251215764511
440.0,1.5327191655146317,674.396432826438
441.0,1.5264688441524101,673.1727602712128
442.0,1.520258081734785,671.954072126775
443.0,1.5140865392366245,670.7403368818246
444.0,1.5079538812946254,669.5315232948137
445.0,1.5018597761596324,668.3276003910364
446.0,1.4958038956496775,667.1285374597562
447.0,1.4897859151037378,665.9343040513708
448.0,1.48380551333619,664.7448699746132
449.0,1.47786237259196,663.56020529379
450.0,1.4719561785023432,662.3802803260544
451.0,1.466086620041496,661.2050656387147
452.0,1.4602533894835759,660.0345320465763
453.0,1.4544561823605302,658.8686506093202
454.0,1.4486946974205113,657.7073926289121
455.0,1.442968636586916,656.5507296470469
456.0,1.4372777049180336,655.3986334426233
457.0,1.4316216105672945,654.2510760292536
458.0,1.4260000647441087,653.1080296528017
459.0,1.4204127816752836,651.9694667889552
460.0,1.4148594785670103,650.8353601408247
461.0,1.4093398755674142,649.705682636578
462.0,1.4038536957296521,648.5804074270993
463.0,1.3984006649755512,647.4595078836802
464.0,1.3929805120597836,646.3429575957396
465.0,1.3875929685345623,645.2307303685715
466.0,1.3822377687148508,644.1228002211204
467.0,1.37691464964408,643.0191413837854
468.0,1.3716233510603641,641.9197282962505
469.0,1.3663636153632033,640.8245356053424
470.0,1.3611351875806705,639.7335381629151
471.0,1.355937815337068,638.646711023759
472.0,1.3507712488210541,637.5640294435376
473.0,1.3456352407542236,636.4854688767477
474.0,1.340529546360141,635.4110049747069
475.0,1.3354539233338145,634.3406135835619
476.0,1.3304081318116099,633.2742707423263
477.0,1.3253919343415874,632.2119526809372
478.0,1.320405095854265,631.1536358183387
479.0,1.3154473836337925,630.0992967605866
480.0,1.3105185672895374,629.0489122989779
481.0,1.3056184187280695,628.0024594082014
482.0,1.3007467121255407,626.9599152445106
483.0,1.2959032239004546,625.9212571439195
484.0,1.2910877326868173,624.8864626204196
485.0,1.286300019307665,623.8555093642175
486.0,1.2815398667489595,622.8283752399943
487.0,1.2768070601338526,621.8050382851862
488.0,1.2721013866973039,620.7854767082842
489.0,1.2674226357610543,619.7696688871556
490.0,1.2627705987089435,618.7575933673824
491.0,1.2581450689625746,617.7492288606242
492.0,1.253545841957308,616.7445542429955
493.0,1.2489727151185914,615.7435485534655
494.0,1.2444254878386116,614.7461909922741
495.0,1.2399039614532705,613.7524609193689
496.0,1.235407939219473,612.7623378528586
497.0,1.2309372262927283,611.775801467486
498.0,1.2264916297050532,610.7928315931165
499.0,1.2220709583431808,609.8134082132473
500.0,1.2176750229270623,608.8375114635312
501.0,1.213303635988661,607.8651216303192
502.0,1.2089566118510324,606.8962191492183
503.0,1.2046337666076896,605.9307846036679
504.0,1.2003349181022442,604.9687987235311
505.0,1.1960598859083231,604.0102423837031
506.0,1.1918084913097513,603.0550966027341
507.0,1.1875805572810065,602.1033425414703
508.0,1.1833759084679298,601.1549615017084
509.0,1.1791943711686954,600.2099349248659
510.0,1.175035773315034,599.2682443906674
511.0,1.1708999444537078,598.3298716158447
512.0,1.1667867157282277,597.3947984528526
513.0,1.1626959198608149,596.463006888598
514.0,1.1586273911346006,595.5344790431847
515.0,1.154580965376061,594.6091971686715
516.0,1.1505564799376828,593.6871436478443
517.0,1.1465537736808562,592.7683009930026
518.0,1.1425726869589936,591.8526518447587
519.0,1.1386130616008687,590.9401789708509
520.0,1.1346747408941729,590.0308652649699
521.0,1.1307575695692855,589.1246937455977
522.0,1.1268613937832588,588.2216475548611
523.0,1.122986061104006,587.3217099573951
524.0,1.119131420494698,586.4248643392218
525.0,1.11529732229836,585.531094206639
526.0,1.1114836182226693,584.640383185124
527.0,1.107690161324947,583.752715018247
528.0,1.1039168059973434,582.8680735665973
529.0,1.1001634079522136,581.986442806721
530.0,1.0964298242076824,581.1078068300717
531.0,1.092715913073391,580.2321498419706
532.0,1.0890215341364278,579.3594561605796
533.0,1.0853465482474371,578.489710215884
534.0,1.0816908175069069,577.6228965486882
535.0,1.0780542052516284,576.7589998096212
536.0,1.0744365760413268,575.8980047581512
537.0,1.0708377956454658,575.0398962616151
538.0,1.067257731030212,574.1846592942541
539.0,1.0636962503455702,573.3322789362624
540.0,1.0601532229126749,572.4827403728444
541.0,1.0566285192112455,571.6360288932838
542.0,1.0531220108671977,570.7921298900211
543.0,1.0496335706404083,569.9510288577417
544.0,1.0461630724126347,569.1127113924733
545.0,1.0427103911755848,568.2771631906937
546.0,1.039275403019134,567.4443700484471
547.0,1.0358579851196907,566.6143178604708
548.0,1.0324580157287035,565.7869926193296
549.0,1.029075374161314,564.9623804145614
550.0,1.0257099407851449,564.1404674318297
551.0,1.0223615970092332,563.3212399520875
552.0,1.019030225273092,562.5046843507469
553.0,1.0157157090359126,561.6907870968597
554.0,1.0124179327658969,560.8795347523069
555.0,1.009136781929719,560.0709139709941
556.0,1.0058721429821182,559.2649114980577
557.0,1.0026239033556175,558.4615141690789
558.0,0.9993919514503674,557.6607089093051
559.0,0.9961761766241128,556.8624827328791
560.0,0.9929764691822837,556.0668227420789
561.0,0.9897927203682024,555.2737161265616
562.0,0.9866248223534131,554.4831501626181
563.0,0.9834726682281238,553.6951122124337
564.0,0.9803361519917684,552.9095897233574
565.0,0.9772151685436777,552.1265702271779
566.0,0.9741096136738655,551.3460413394079
567.0,0.9710193840539227,550.5679907585742
568.0,0.9679443772280236,549.7924062655175
569.0,0.9648844916040359,549.0192757226964
570.0,0.9618396264447392,548.2485870735013
571.0,0.9588096818591466,547.4803283415728
572.0,0.9557945587939309,546.7144876301285
573.0,0.9527941590249516,545.9510531212973
574.0,0.9498083851488812,545.1900130754578
575.0,0.9468371405749316,544.4313558305856
576.0,0.9438803295166796,543.6750698016074
577.0,0.9409378569839846,542.921143479759
578.0,0.9380096287750064,542.1695654319537
579.0,0.9350955514683111,541.4203243001522
580.0,0.9321955324150751,540.6734088007436
581.0,0.9293094797313761,539.9288077239295
582.0,0.9264373022905762,539.1865099331153
583.0,0.9235789097157924,538.446504364307
584.0,0.9207342123724567,537.7087800255147
585.0,0.9179031213609613,536.9733259961623
586.0,0.9150855485093875,536.2401314265011
587.0,0.9122814063663226,535.5091855370314
588.0,0.9094906081937568,534.780477617929
589.0,0.9067130679600632,534.0539970284773
590.0,0.9039487003330577,533.3297331965041
591.0,0.9011974206731402,532.6076756178259
592.0,0.8984591450265137,531.8878138556961
593.0,0.8957337901184809,531.1701375402591
594.0,0.8930212733468174,530.4546363680095
595.0,0.8903215127752214,529.7413001012568
596.0,0.8876344271268378,529.0301185675953
597.0,0.8849599357778555,528.3210816593797
598.0,0.882297958751177,527.6141793332039
599.0,0.8796484167101624,526.9094016093873
